input,responses,tag
good morning,"Hello, my friend! How's life treating you?",greeting
good morning,Hi there! How's your day been so far?,greeting
good morning,"Hey, you! What's the good news?",greeting
good afternoon,hello buddy,greeting
good afternoon,hello main ky kr skta hu,greeting
good afternoon,bol na ky kaam h,greeting
good afternoon,ram ram,greeting
good afternoon,kaam kr apna,greeting
good afternoon,m nhi btaunga,greeting
good afternoon,Hello!,greeting
good afternoon,Hey there!,greeting
good afternoon,Hi!,greeting
good afternoon,Greetings!,greeting
good afternoon,Salutations!,greeting
good afternoon,"Hey, what's up?",greeting
good afternoon,"Yo, what's going on?",greeting
good afternoon,Howdy!,greeting
good afternoon,Ahoy!,greeting
good afternoon,Hiya!,greeting
good afternoon,"Hey, good to see you!",greeting
good afternoon,"Not much, just chilling. How about you?",greeting
good afternoon,"Hey, hey!",greeting
good afternoon,"Hey, how's it going?",greeting
good afternoon,"Hey, what's the good word?",greeting
good afternoon,"Hey, long time no see!",greeting
good afternoon,"It's going well, thanks! How about you?",greeting
good afternoon,"Hi, everything's going great. How about you?",greeting
good afternoon,Top of the morning to you too!,greeting
good afternoon,"Hey, how's your day going?",greeting
good afternoon,"I'm doing well, thanks! How about you?",greeting
good afternoon,"Hey, good to see you too!",greeting
good afternoon,"Hiya, pal! What's new?",greeting
good afternoon,The world keeps spinning. How about you?,greeting
good afternoon,"Hey, sunshine! Ready to take on the day?",greeting
good afternoon,"Not much, just hanging out. How about you?",greeting
good afternoon,"Well, look who it is! How have you been?",greeting
good afternoon,"Hi, stranger! Long time no talk!",greeting
good afternoon,Greetings and hallucinations! How's life treating you?,greeting
good afternoon,"Hey, fancy meeting you here! What brings you around?",greeting
good afternoon,"Hello, beautiful! How's everything in your world?",greeting
good afternoon,My day is going great. How about yours?,greeting
good afternoon,"Hey, good lookin'! What's on your mind?",greeting
good afternoon,"Hi, lovely people! How's the day treating you?",greeting
good afternoon,"Hey, rockstar! Ready to conquer the world?",greeting
good afternoon,"Not much, just taking it easy. How about you?",greeting
good afternoon,"Greetings, earthling! How's life on your planet?",greeting
good afternoon,"Hey, you magnificent creature! How's your day been?",greeting
good afternoon,"Hello, fabulous! What's the latest gossip?",greeting
good afternoon,Howdy-doody! What's new in your neck of the woods?,greeting
good afternoon,"Hey, gorgeous! How's everything with you?",greeting
good afternoon,Just going with the flow. How about you?,greeting
good afternoon,"Hi, sunshine! What's brightening your day?",greeting
good afternoon,"Hey, party people! Ready to have some fun?",greeting
good afternoon,"Greetings, fellow human! How's life treating you?",greeting
good afternoon,"Hey, superstar! What's been happening?",greeting
good afternoon,"Not much, just keeping busy. How about you?",greeting
good afternoon,"Hi, hi, hooray! What's the plan for today?",greeting
good afternoon,"Hey, how are you doing? Anything exciting going on?",greeting
good afternoon,"Hey, stranger! How have you been?",greeting
good afternoon,"Hello, my friend! How's life treating you?",greeting
good afternoon,Hi there! How's your day been so far?,greeting
good afternoon,"Hey, you! What's the good news?",greeting
good evening,hello buddy,greeting
good evening,hello main ky kr skta hu,greeting
good evening,bol na ky kaam h,greeting
good evening,ram ram,greeting
good evening,kaam kr apna,greeting
good evening,m nhi btaunga,greeting
good evening,Hello!,greeting
good evening,Hey there!,greeting
good evening,Hi!,greeting
good evening,Greetings!,greeting
good evening,Salutations!,greeting
good evening,"Hey, what's up?",greeting
good evening,"Yo, what's going on?",greeting
good evening,Howdy!,greeting
good evening,Ahoy!,greeting
good evening,Hiya!,greeting
good evening,"Hey, good to see you!",greeting
good evening,"Not much, just chilling. How about you?",greeting
good evening,"Hey, hey!",greeting
good evening,"Hey, how's it going?",greeting
good evening,"Hey, what's the good word?",greeting
good evening,"Hey, long time no see!",greeting
good evening,"It's going well, thanks! How about you?",greeting
good evening,"Hi, everything's going great. How about you?",greeting
good evening,Top of the morning to you too!,greeting
good evening,"Hey, how's your day going?",greeting
good evening,"I'm doing well, thanks! How about you?",greeting
good evening,"Hey, good to see you too!",greeting
good evening,"Hiya, pal! What's new?",greeting
good evening,The world keeps spinning. How about you?,greeting
good evening,"Hey, sunshine! Ready to take on the day?",greeting
good evening,"Not much, just hanging out. How about you?",greeting
good evening,"Well, look who it is! How have you been?",greeting
good evening,"Hi, stranger! Long time no talk!",greeting
good evening,Greetings and hallucinations! How's life treating you?,greeting
good evening,"Hey, fancy meeting you here! What brings you around?",greeting
good evening,"Hello, beautiful! How's everything in your world?",greeting
good evening,My day is going great. How about yours?,greeting
good evening,"Hey, good lookin'! What's on your mind?",greeting
good evening,"Hi, lovely people! How's the day treating you?",greeting
good evening,"Hey, rockstar! Ready to conquer the world?",greeting
good evening,"Not much, just taking it easy. How about you?",greeting
good evening,"Greetings, earthling! How's life on your planet?",greeting
good evening,"Hey, you magnificent creature! How's your day been?",greeting
good evening,"Hello, fabulous! What's the latest gossip?",greeting
good evening,Howdy-doody! What's new in your neck of the woods?,greeting
good evening,"Hey, gorgeous! How's everything with you?",greeting
good evening,Just going with the flow. How about you?,greeting
good evening,"Hi, sunshine! What's brightening your day?",greeting
good evening,"Hey, party people! Ready to have some fun?",greeting
good evening,"Greetings, fellow human! How's life treating you?",greeting
good evening,"Hey, superstar! What's been happening?",greeting
good evening,"Not much, just keeping busy. How about you?",greeting
good evening,"Hi, hi, hooray! What's the plan for today?",greeting
good evening,"Hey, how are you doing? Anything exciting going on?",greeting
good evening,"Hey, stranger! How have you been?",greeting
good evening,"Hello, my friend! How's life treating you?",greeting
good evening,Hi there! How's your day been so far?,greeting
good evening,"Hey, you! What's the good news?",greeting
greetings,hello buddy,greeting
greetings,hello main ky kr skta hu,greeting
greetings,bol na ky kaam h,greeting
greetings,ram ram,greeting
greetings,kaam kr apna,greeting
greetings,m nhi btaunga,greeting
greetings,Hello!,greeting
greetings,Hey there!,greeting
greetings,Hi!,greeting
greetings,Greetings!,greeting
greetings,Salutations!,greeting
greetings,"Hey, what's up?",greeting
greetings,"Yo, what's going on?",greeting
greetings,Howdy!,greeting
greetings,Ahoy!,greeting
greetings,Hiya!,greeting
greetings,"Hey, good to see you!",greeting
greetings,"Not much, just chilling. How about you?",greeting
greetings,"Hey, hey!",greeting
greetings,"Hey, how's it going?",greeting
greetings,"Hey, what's the good word?",greeting
greetings,"Hey, long time no see!",greeting
greetings,"It's going well, thanks! How about you?",greeting
greetings,"Hi, everything's going great. How about you?",greeting
greetings,Top of the morning to you too!,greeting
greetings,"Hey, how's your day going?",greeting
greetings,"I'm doing well, thanks! How about you?",greeting
greetings,"Hey, good to see you too!",greeting
greetings,"Hiya, pal! What's new?",greeting
greetings,The world keeps spinning. How about you?,greeting
greetings,"Hey, sunshine! Ready to take on the day?",greeting
greetings,"Not much, just hanging out. How about you?",greeting
greetings,"Well, look who it is! How have you been?",greeting
greetings,"Hi, stranger! Long time no talk!",greeting
greetings,Greetings and hallucinations! How's life treating you?,greeting
greetings,"Hey, fancy meeting you here! What brings you around?",greeting
greetings,"Hello, beautiful! How's everything in your world?",greeting
greetings,My day is going great. How about yours?,greeting
greetings,"Hey, good lookin'! What's on your mind?",greeting
greetings,"Hi, lovely people! How's the day treating you?",greeting
greetings,"Hey, rockstar! Ready to conquer the world?",greeting
greetings,"Not much, just taking it easy. How about you?",greeting
greetings,"Greetings, earthling! How's life on your planet?",greeting
greetings,"Hey, you magnificent creature! How's your day been?",greeting
greetings,"Hello, fabulous! What's the latest gossip?",greeting
greetings,Howdy-doody! What's new in your neck of the woods?,greeting
greetings,"Hey, gorgeous! How's everything with you?",greeting
greetings,Just going with the flow. How about you?,greeting
greetings,"Hi, sunshine! What's brightening your day?",greeting
greetings,"Hey, party people! Ready to have some fun?",greeting
greetings,"Greetings, fellow human! How's life treating you?",greeting
greetings,"Hey, superstar! What's been happening?",greeting
greetings,"Not much, just keeping busy. How about you?",greeting
greetings,"Hi, hi, hooray! What's the plan for today?",greeting
greetings,"Hey, how are you doing? Anything exciting going on?",greeting
greetings,"Hey, stranger! How have you been?",greeting
greetings,"Hello, my friend! How's life treating you?",greeting
greetings,Hi there! How's your day been so far?,greeting
greetings,"Hey, you! What's the good news?",greeting
salutations,hello buddy,greeting
salutations,hello main ky kr skta hu,greeting
salutations,bol na ky kaam h,greeting
salutations,ram ram,greeting
salutations,kaam kr apna,greeting
salutations,m nhi btaunga,greeting
salutations,Hello!,greeting
salutations,Hey there!,greeting
salutations,Hi!,greeting
salutations,Greetings!,greeting
salutations,Salutations!,greeting
salutations,"Hey, what's up?",greeting
salutations,"Yo, what's going on?",greeting
salutations,Howdy!,greeting
salutations,Ahoy!,greeting
salutations,Hiya!,greeting
salutations,"Hey, good to see you!",greeting
salutations,"Not much, just chilling. How about you?",greeting
salutations,"Hey, hey!",greeting
salutations,"Hey, how's it going?",greeting
salutations,"Hey, what's the good word?",greeting
salutations,"Hey, long time no see!",greeting
salutations,"It's going well, thanks! How about you?",greeting
salutations,"Hi, everything's going great. How about you?",greeting
salutations,Top of the morning to you too!,greeting
salutations,"Hey, how's your day going?",greeting
salutations,"I'm doing well, thanks! How about you?",greeting
salutations,"Hey, good to see you too!",greeting
salutations,"Hiya, pal! What's new?",greeting
salutations,The world keeps spinning. How about you?,greeting
salutations,"Hey, sunshine! Ready to take on the day?",greeting
salutations,"Not much, just hanging out. How about you?",greeting
salutations,"Well, look who it is! How have you been?",greeting
salutations,"Hi, stranger! Long time no talk!",greeting
salutations,Greetings and hallucinations! How's life treating you?,greeting
salutations,"Hey, fancy meeting you here! What brings you around?",greeting
salutations,"Hello, beautiful! How's everything in your world?",greeting
salutations,My day is going great. How about yours?,greeting
salutations,"Hey, good lookin'! What's on your mind?",greeting
salutations,"Hi, lovely people! How's the day treating you?",greeting
salutations,"Hey, rockstar! Ready to conquer the world?",greeting
salutations,"Not much, just taking it easy. How about you?",greeting
salutations,"Greetings, earthling! How's life on your planet?",greeting
salutations,"Hey, you magnificent creature! How's your day been?",greeting
salutations,"Hello, fabulous! What's the latest gossip?",greeting
salutations,Howdy-doody! What's new in your neck of the woods?,greeting
salutations,"Hey, gorgeous! How's everything with you?",greeting
salutations,Just going with the flow. How about you?,greeting
salutations,"Hi, sunshine! What's brightening your day?",greeting
salutations,"Hey, party people! Ready to have some fun?",greeting
salutations,"Greetings, fellow human! How's life treating you?",greeting
salutations,"Hey, superstar! What's been happening?",greeting
salutations,"Not much, just keeping busy. How about you?",greeting
salutations,"Hi, hi, hooray! What's the plan for today?",greeting
salutations,"Hey, how are you doing? Anything exciting going on?",greeting
salutations,"Hey, stranger! How have you been?",greeting
salutations,"Hello, my friend! How's life treating you?",greeting
salutations,Hi there! How's your day been so far?,greeting
salutations,"Hey, you! What's the good news?",greeting
hey whats up,hello buddy,greeting
hey whats up,hello main ky kr skta hu,greeting
hey whats up,bol na ky kaam h,greeting
hey whats up,ram ram,greeting
hey whats up,kaam kr apna,greeting
hey whats up,m nhi btaunga,greeting
hey whats up,Hello!,greeting
